"COMPANY","PROMOTER & PROMOTER GROUP (A)","PUBLIC (B)","SHARES UNDERLYING DRS (C1)","SHARES HELD BY EMPLOYEE TRUSTS (C2)","AS ON DATE","ACTION"
"Trident Limited","73.02","25.06",,"1.92","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162372_537109_19102021105510_WEB.xml"
"Chembond Chemicals Ltd","66","34",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162374_537113_19102021105628_WEB.xml"
"Minda Corporation Limited","64.73","33.47",,"1.8","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162375_537120_19102021110204_WEB.xml"
"Orient Press Limited","73.05","26.95",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162376_537124_19102021110400_WEB.xml"
"Sri Adhikari Brothers Television Network Limited","22.13","77.87",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162377_537135_19102021110652_WEB.xml"
"PVP Ventures Limited","57.53","42.47",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162378_537141_19102021110941_WEB.xml"
"Mindteck (India) Limited","64.01","34.37",,"1.62","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162379_537143_19102021111021_WEB.xml"
"Continental Seeds and Chemicals Limited","72.27","27.72",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162381_537151_19102021111220_WEB.xml"
"Ashapura Minechem Limited","44.58","55.42",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162384_537201_19102021112740_WEB.xml"
"BSE Limited","0","72.89","0","0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162385_537585_19102021010854_WEB.xml"
"Kohinoor Foods Limited","54.56","45.45",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162386_537218_19102021113422_WEB.xml"
"Sintercom India Limited","67.41","32.58",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162387_537228_19102021113601_WEB.xml"
"Autoline Industries Limited","31.64","68.36",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162389_537234_19102021113759_WEB.xml"
"Aksh Optifibre Limited","27.95","72.05",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162390_537238_19102021113903_WEB.xml"
"Hindalco Industries Limited","34.65","65.06",,"0.29","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162392_537247_19102021114117_WEB.xml"
"Cox & Kings Limited","12.2","87.8",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162393_537265_19102021114754_WEB.xml"
"IVRCL Limited","5.37","94.63",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162394_537279_19102021115135_WEB.xml"
"Dish TV India Limited","5.93","94.07",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162396_537283_19102021115214_WEB.xml"
"Kamat Hotels (I) Limited","60.9","39.1",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162397_537287_19102021115239_WEB.xml"
"Bata India Limited","52.96","47.04",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162398_537291_19102021115404_WEB.xml"
"Ucal Fuel Systems Limited","70.33","29.67",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162399_537294_19102021115451_WEB.xml"
"Hatsun Agro Product Limited","74.12","25.88",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162400_537298_19102021115513_WEB.xml"
"Mazda Limited","47.9","52.1",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162401_537301_19102021115558_WEB.xml"
"Coral India Finance & Housing Limited","75","25",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162402_537306_19102021115728_WEB.xml"
"Speciality Restaurants Limited","52.53","47.47",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162403_537308_19102021115744_WEB.xml"
"Aurionpro Solutions Limited","33","67",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162406_537355_19102021121034_WEB.xml"
"Naga Dhunseri Group Limited","73.58","26.42",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162407_537357_19102021121046_WEB.xml"
"Welspun Corp Limited","50.01","49.99",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162408_537361_19102021121137_WEB.xml"
"Fine Organic Industries Limited","75","25",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162410_537370_19102021121510_WEB.xml"
"Precision Wires India Limited","59.67","40.33",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162411_537373_19102021121549_WEB.xml"
"Alankit Limited","63.77","36.23",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162412_537378_19102021121706_WEB.xml"
"Zee Learn Limited","18.62","81.38",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162414_537383_19102021121752_WEB.xml"
"ITI Limited","90.09","9.91",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162415_537388_19102021121937_WEB.xml"
"S.E. Power Limited","35.6","64.4",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162416_537392_19102021122056_WEB.xml"
"Triveni Turbine Limited","67.78","32.22",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162417_537397_19102021122322_WEB.xml"
"Associated Alcohols & Breweries Ltd.","58.45","41.55",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162418_537405_19102021122544_WEB.xml"
"Golden Tobacco Limited","30.04","69.96",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162420_537421_19102021123117_WEB.xml"
"Dhanuka Realty Limited","73.58","26.41",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162421_537430_19102021123229_WEB.xml"
"Supreme Industries Limited","48.85","51.15",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162422_537432_19102021123235_WEB.xml"
"PC Jeweller Limited","54.53","45.47",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162424_537449_19102021123559_WEB.xml"
"Suprajit Engineering Limited","44.62","55.38",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162425_537462_19102021123912_WEB.xml"
"Swan Energy Limited","64.89","35.11",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162427_537471_19102021124117_WEB.xml"
"Tech Mahindra Limited","35.7","64.29",,"0.01","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162430_537524_19102021125225_WEB.xml"
"Rajshree Sugars & Chemicals Limited","40.66","59.34",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162431_537532_19102021125351_WEB.xml"
"Simbhaoli Sugars Limited","53.33","46.67",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162433_537537_19102021125504_WEB.xml"
"HOV Services Limited","50.44","49.56",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162434_537538_19102021125508_WEB.xml"
"JITF Infralogistics Limited","63.02","36.98",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162435_537540_19102021125533_WEB.xml"
"Suumaya Industries Limited","41.68","58.33",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162436_537550_19102021125700_WEB.xml"
"TREJHARA SOLUTIONS LIMITED","30","70",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162437_537552_19102021125836_WEB.xml"
"Onelife Capital Advisors Limited","74.55","25.45",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162439_537559_19102021125942_WEB.xml"
"Sona BLW Precision Forgings Limited","67.3","32.7",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162441_537562_19102021010207_WEB.xml"
"Strides Pharma Science Limited","29.6","70.4",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162442_537564_19102021010217_WEB.xml"
"BLS International Services Limited","74.59","25.25",,"0.16","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162443_537567_19102021010221_WEB.xml"
"Chemplast Sanmar Limited","54.99","45.01",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162444_537568_19102021010222_WEB.xml"
"63 moons technologies limited","45.63","54.37",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162448_537589_19102021011030_WEB.xml"
"Havells India Limited","59.47","40.52",,"0.01","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162449_537593_19102021011048_WEB.xml"
"SIS LIMITED","72.81","27.19",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162452_537604_19102021011925_WEB.xml"
"MITCON Consultancy & Engineering Services Limited","0","100",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162453_537606_19102021011938_WEB.xml"
"JMC Projects (India)  Limited","67.75","32.23",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162455_537631_19102021012626_WEB.xml"
"Shree Vasu Logistics Limited","73","27",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162456_537636_19102021012758_WEB.xml"
"Pradip Overseas Limited","53.25","46.75",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162457_537641_19102021012851_WEB.xml"
"Tree House Education & Accessories Limited","20.54","79.46",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162458_537643_19102021012857_WEB.xml"
"Goldstar Power Limited","72.91","27.09",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162460_537656_19102021013119_WEB.xml"
"N. B. I. Industrial Finance Company Limited","69.22","30.78",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162461_537660_19102021013206_WEB.xml"
"Nahar Industrial Enterprises Limited","68.77","31.23",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162464_537672_19102021013929_WEB.xml"
"Libas Consumer Products Limited","45.3","54.7",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162465_537675_19102021013957_WEB.xml"
"GNA Axles Limited","67.52","32.47",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162467_537686_19102021014408_WEB.xml"
"Skipper Limited","71.89","28.11",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162469_537693_19102021014716_WEB.xml"
"Inox Wind Energy Limited","68.72","31.28",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162470_537695_19102021014923_WEB.xml"
"BF Investment Limited","73.38","26.62",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162473_537718_19102021020158_WEB.xml"
"Country Club Hospitality & Holidays Limited","73.8","26.2",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162474_537721_19102021020225_WEB.xml"
"Kaushalya Infrastructure Development Corporation Limited","51.42","48.58",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162475_537723_19102021020236_WEB.xml"
"Krishna Institute of Medical Sciences Limited","38.84","61.16",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162477_537736_19102021021358_WEB.xml"
"Mangalam Global Enterprise Limited","74.54","25.46",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162479_537740_19102021021625_WEB.xml"
"Lemon Tree Hotels Limited","25.88","73.91",,"0.21","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162480_537754_19102021022440_WEB.xml"
"Ganesh Housing Corporation Limited","56.54","43.46",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162481_537757_19102021022523_WEB.xml"
"Lumax Auto Technologies Limited","55.98","44.02",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162482_537766_19102021022907_WEB.xml"
"Jubilant Pharmova Limited","50.68","49.26",,"0.07","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162483_537771_19102021023106_WEB.xml"
"Kewal Kiran Clothing Limited","74.25","25.75",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162484_537778_19102021023419_WEB.xml"
"Anant Raj Limited","65.04","34.96",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162485_537784_19102021023618_WEB.xml"
"H.G. Infra Engineering Limited","74.53","25.47",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162486_537793_19102021024021_WEB.xml"
"VLS Finance Limited","45.65","54.35",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162487_537799_19102021024208_WEB.xml"
"GTL Infrastructure Limited","3.33","96.67",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162488_537810_19102021024407_WEB.xml"
"Bandhan Bank Limited","39.99","60.01",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162489_537812_19102021024428_WEB.xml"
"TVS Srichakra Limited","45.36","54.64",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162490_537834_19102021025026_WEB.xml"
"HLV LIMITED","49.57","50.43",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162491_537841_19102021025221_WEB.xml"
"GTL Limited","32.41","67.59",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162492_537846_19102021025250_WEB.xml"
"Nesco Limited","68.54","31.46",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162494_537880_19102021025909_WEB.xml"
"Country Condo's Limited","53.86","46.14",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162496_537900_19102021030215_WEB.xml"
"Alkyl Amines Chemicals Limited","72.03","27.97",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162497_537913_19102021030400_WEB.xml"
"Bharat Petroleum Corporation Limited","52.98","46.71",,"0.32","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162498_537917_19102021030423_WEB.xml"
"Sunteck Realty Limited","67.15","32.85",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162499_537925_19102021030548_WEB.xml"
"JSW Steel Limited","44.09","55.54",,"0.37","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162500_537927_19102021030558_WEB.xml"
"Sundaram Multi Pap Limited","31.05","68.95",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162501_537930_19102021030606_WEB.xml"
"The Ruby Mills Limited","74.9","25.1",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162502_537946_19102021030945_WEB.xml"
"Rossell India Limited","74.91","25.09",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162503_537948_19102021031042_WEB.xml"
"Tarmat Limited","39.9","60.1",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162504_537964_19102021031422_WEB.xml"
"NMDC Limited","60.79","39.21",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162505_537978_19102021031752_WEB.xml"
"Sagar Cements Limited","50.28","49.72",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162507_537996_19102021032051_WEB.xml"
"Ashiana Housing Limited","61.22","38.78",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162508_537997_19102021032052_WEB.xml"
"Voltamp Transformers Limited","50","50",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162509_538004_19102021032116_WEB.xml"
"IRB Infrastructure Developers Limited","58.46","41.54",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162510_538009_19102021032144_WEB.xml"
"Gayatri Projects Limited","41.27","58.73",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162511_538017_19102021032236_WEB.xml"
"Parsvnath Developers Limited","69.14","30.86",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162512_538026_19102021032404_WEB.xml"
"Infosys Limited","13.12","86.53",,"0.35","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162513_538030_19102021032428_WEB.xml"
"Triveni Engineering & Industries Limited","68.43","31.57",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162514_538037_19102021032645_WEB.xml"
"Visagar Polytex Limited","5.63","94.37",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162517_538039_19102021032722_WEB.xml"
"New Delhi Television Limited","61.45","38.55",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162520_538054_19102021033245_WEB.xml"
"Pearl Polymers Limited","55.58","44.42",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162521_538066_19102021033705_WEB.xml"
"Khfm Hospitality And Facility Management Services Limited","71.2","28.8",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162523_538074_19102021033853_WEB.xml"
"Mirza International Limited","67.78","32.21",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162525_538076_19102021033900_WEB.xml"
"Vaswani Industries Limited","58.33","41.67",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162526_538079_19102021033940_WEB.xml"
"Bosch Limited","70.54","29.46",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162527_538080_19102021033941_WEB.xml"
"Synergy Green Industries Limited","73.96","26.04",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162528_538083_19102021034023_WEB.xml"
"Norben Tea & Exports Limited","51.44","48.56",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162529_538092_19102021034322_WEB.xml"
"Lagnam Spintex Limited","67.36","32.64",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162530_538099_19102021034401_WEB.xml"
"Moksh Ornaments Limited","55.13","44.86",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162532_538108_19102021034711_WEB.xml"
"Talwalkars Better Value Fitness Limited","32.9","67.1",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162534_538123_19102021035038_WEB.xml"
"HDFC Life Insurance Company Limited","53.81","46.16",,"0.03","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162535_538125_19102021035049_WEB.xml"
"Ultra Wiring Connectivity System Limited","73.56","26.45",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162536_538133_19102021035116_WEB.xml"
"Dhunseri Investments Limited","74.95","25.05",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162538_538152_19102021035317_WEB.xml"
"Arrow Greentech Limited","70.35","29.65",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162540_538164_19102021035518_WEB.xml"
"Inox Wind Limited","66.82","33.18",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_162541_538169_19102021035636_WEB.xml"
